Modelos,Metricas,Correlation
qwen72b_07,BERTScore_Recall,0.19280501268588535
mixtral7b_07,BERTScore_Recall,0.18029878609651562
qwen72b_05,BERTScore_Recall,0.17313590450813404
qwen72b_03,BERTScore_Recall,0.15737756501369451
llama8b_05,BERTScore_Recall,0.1553768980872845
mixtral7b_03,BERTScore_Recall,0.13423404760571675
gpt4o_03,BERTScore_Recall,0.09015350964687183
gpt4o_05,BERTScore_Recall,0.07720269040718877
llama405b_07,BERTScore_Recall,0.06054693241489456
llama405b_03,BERTScore_Recall,0.05804404045757501
llama405b_05,BERTScore_Recall,0.05427323612713964
sabia_05,BERTScore_Recall,0.047464382019563114
command_r_plus_05,BERTScore_Recall,0.03583087433636403
sabia_03,BERTScore_Recall,-0.002856919438124614
mixtral22b_07,BERTScore_Recall,-0.010406761296223378
command_r_plus_08_2024_temp07,BERTScore_Recall,-0.010810187960396594
gemma27b_07,BERTScore_Recall,-0.028355131253317494
gemma27b_05,BERTScore_Recall,-0.044516897411930226
gemma27b_03,BERTScore_Recall,-0.04772784433085991
gpt4o_07,BERTScore_Recall,-0.050535364585616374
mixtral22b_03,BERTScore_Recall,-0.062382935396744096
llama8b_07,BERTScore_Recall,-0.06757808284762776
sabia_07,BERTScore_Recall,-0.06962814895740593
phi3_07,BERTScore_Recall,-0.07849530237198868
command_r_plus_03,BERTScore_Recall,-0.09391608078007917
gemma9b_05,BERTScore_Recall,-0.10963325428837856
phi3_03,BERTScore_Recall,-0.12204068251101197
phi4_03,BERTScore_Recall,-0.12837616894627712
gemma9b_03,BERTScore_Recall,-0.14936666411082636
llama8b_03,BERTScore_Recall,-0.15270110898817643
phi4_05,BERTScore_Recall,-0.16342428023987057
phi3_05,BERTScore_Recall,-0.16591539053915627
phi4_07,BERTScore_Recall,-0.17383315880308223
gemma9b_07,BERTScore_Recall,-0.20973246618670438
qwen7b_07,BERTScore_Recall,-0.3616102554520783
phi-4-temp05,BERTScore_Recall,-0.41039134083406165
qwen7b_05,BERTScore_Recall,-0.42609265614196873
qwen7b_03,BERTScore_Recall,-0.48887901820288604
phi-4-temp03,BERTScore_Recall,-0.6668859288553503
phi-4-temp07,BERTScore_Recall,-0.6668859288553503
mixtral7b_07,BLEU_score,0.397829385359373
gpt4o_05,BLEU_score,0.34024018423530966
gpt4o_03,BLEU_score,0.3268988554264526
mixtral22b_03,BLEU_score,0.29725858738742456
mixtral7b_03,BLEU_score,0.2967564412819667
mixtral22b_05,BLEU_score,0.28681595883422933
qwen72b_05,BLEU_score,0.2457282489840683
qwen72b_07,BLEU_score,0.24320905125374312
gemma9b_03,BLEU_score,0.21127590987368386
sabia_05,BLEU_score,0.2022313722781706
gemma9b_05,BLEU_score,0.19657630631171583
mixtral22b_07,BLEU_score,0.1782190469105559
mixtral7b_05,BLEU_score,0.14189324301627076
sabia_07,BLEU_score,0.11884840905057803
qwen72b_03,BLEU_score,0.1176344847627129
llama405b_03,BLEU_score,0.1100380396453606
command_r_plus_05,BLEU_score,0.10461100397928341
gemma27b_03,BLEU_score,0.10134848582638067
gemma9b_07,BLEU_score,0.09686039573331352
llama8b_07,BLEU_score,0.08205126183494678
phi4_07,BLEU_score,0.0779482600821753
llama405b_07,BLEU_score,0.07172790946904818
gemma27b_05,BLEU_score,0.05543657574880797
gpt4o_07,BLEU_score,0.05197681588336412
llama8b_03,BLEU_score,0.05007106511403868
sabia_03,BLEU_score,0.005401044070883394
command_r_plus_03,BLEU_score,-0.013798838554169605
llama405b_05,BLEU_score,-0.021687044849780904
phi4_05,BLEU_score,-0.023179423047238017
llama8b_05,BLEU_score,-0.028989997021999895
command_r_plus_08_2024_temp07,BLEU_score,-0.03317155163171202
gemma27b_07,BLEU_score,-0.05622246991523497
phi4_03,BLEU_score,-0.10931979536764123
qwen7b_03,BLEU_score,-0.11855069034884197
phi-4-temp05,BLEU_score,-0.15389675281277312
phi-4-temp07,BLEU_score,-0.15389675281277312
phi3_07,BLEU_score,-0.15884383050235393
phi3_05,BLEU_score,-0.18152168741201777
qwen7b_07,BLEU_score,-0.22629325541920542
qwen7b_05,BLEU_score,-0.2394644194264554
phi3_03,BLEU_score,-0.2817626327373564
phi-4-temp03,BLEU_score,-0.41039134083406165
mixtral7b_03,CTC_factual,-0.007031847427030456
mixtral7b_05,CTC_factual,-0.007031847427030456
phi4_03,CTC_factual,-0.0551514856340644
mixtral7b_07,CTC_factual,-0.062289201676319426
qwen72b_05,CTC_factual,-0.08342630333936724
qwen72b_07,CTC_factual,-0.11058951538609954
qwen72b_03,CTC_factual,-0.12405475513998765
phi4_07,CTC_factual,-0.13805662210333539
llama8b_03,CTC_factual,-0.18517198224513534
phi3_07,CTC_factual,-0.2080795135795277
phi4_05,CTC_factual,-0.2109989095548399
llama8b_05,CTC_factual,-0.22671474044879752
llama8b_07,CTC_factual,-0.2357746857153025
phi3_05,CTC_factual,-0.2389331987439923
llama405b_03,CTC_factual,-0.24418630462328691
llama405b_07,CTC_factual,-0.24687935257406454
gpt4o_07,CTC_factual,-0.2539943187650079
phi3_03,CTC_factual,-0.26189060133673236
gemma9b_07,CTC_factual,-0.2625555514480355
gpt4o_05,CTC_factual,-0.27078430907541157
sabia_03,CTC_factual,-0.273643594554015
gpt4o_03,CTC_factual,-0.2991610550752721
command_r_plus_08_2024_temp07,CTC_factual,-0.33008123525086697
sabia_05,CTC_factual,-0.348118007019964
command_r_plus_03,CTC_factual,-0.354302043055083
command_r_plus_05,CTC_factual,-0.354302043055083
llama405b_05,CTC_factual,-0.35610572023199266
sabia_07,CTC_factual,-0.3611510292015051
gemma27b_05,CTC_factual,-0.37026084572635776
gemma27b_07,CTC_factual,-0.37026084572635776
mixtral22b_05,CTC_factual,-0.37230556731861486
qwen7b_05,CTC_factual,-0.3801021073736439
qwen7b_03,CTC_factual,-0.39897837865826113
gemma9b_03,CTC_factual,-0.40655049805072535
gemma9b_05,CTC_factual,-0.42137888553278485
gemma27b_03,CTC_factual,-0.44942315647699377
qwen7b_07,CTC_factual,-0.4805594454387622
mixtral22b_07,CTC_factual,-0.49164748854474166
mixtral22b_03,CTC_factual,-0.6125354187796482
phi-4-temp03,CTC_factual,
phi-4-temp05,CTC_factual,
phi-4-temp07,CTC_factual,
qwen72b_05,CTC_factual_ref,0.18792272672966662
qwen72b_03,CTC_factual_ref,0.10387001622876119
mixtral7b_03,CTC_factual_ref,0.10130949189084547
qwen72b_07,CTC_factual_ref,0.06452356667603056
mixtral7b_05,CTC_factual_ref,0.04989317520183044
mixtral7b_07,CTC_factual_ref,0.00933644565658015
llama8b_05,CTC_factual_ref,-0.01948797783873476
gpt4o_05,CTC_factual_ref,-0.04329838422218255
command_r_plus_08_2024_temp07,CTC_factual_ref,-0.10518732778524516
mixtral22b_05,CTC_factual_ref,-0.12767218941498096
phi4_07,CTC_factual_ref,-0.14085704962723608
phi4_05,CTC_factual_ref,-0.1675780580702602
gpt4o_03,CTC_factual_ref,-0.1746096468119505
phi4_03,CTC_factual_ref,-0.1815542987701594
sabia_03,CTC_factual_ref,-0.18636665245356993
llama8b_07,CTC_factual_ref,-0.21134617284339724
sabia_05,CTC_factual_ref,-0.21346210453099962
gpt4o_07,CTC_factual_ref,-0.21449125418450274
mixtral22b_03,CTC_factual_ref,-0.22507091262251464
llama405b_07,CTC_factual_ref,-0.2297720682397168
llama405b_05,CTC_factual_ref,-0.24883191982259426
llama8b_03,CTC_factual_ref,-0.2686162927615379
gemma27b_05,CTC_factual_ref,-0.31738151994312896
llama405b_03,CTC_factual_ref,-0.3398828479673208
gemma27b_07,CTC_factual_ref,-0.3413154242849971
mixtral22b_07,CTC_factual_ref,-0.348577104240115
sabia_07,CTC_factual_ref,-0.3557482190257246
command_r_plus_03,CTC_factual_ref,-0.3670441656225747
qwen7b_05,CTC_factual_ref,-0.37081496995301005
qwen7b_03,CTC_factual_ref,-0.3861204835999082
gemma27b_03,CTC_factual_ref,-0.39975465820951733
phi3_07,CTC_factual_ref,-0.409939123180584
command_r_plus_05,CTC_factual_ref,-0.41841108312822156
qwen7b_07,CTC_factual_ref,-0.42377912772089377
phi3_03,CTC_factual_ref,-0.43147716712909695
gemma9b_07,CTC_factual_ref,-0.45529580670977277
gemma9b_03,CTC_factual_ref,-0.4582350581201777
gemma9b_05,CTC_factual_ref,-0.5039210695384874
phi3_05,CTC_factual_ref,-0.5399001414249559
phi-4-temp03,CTC_factual_ref,-0.872081599272381
phi-4-temp05,CTC_factual_ref,-0.872081599272381
phi-4-temp07,CTC_factual_ref,-0.872081599272381
mixtral7b_03,CTC_groundness,-0.007031847427030456
gpt4o_07,CTC_groundness,-0.02025604276557118
qwen72b_07,CTC_groundness,-0.02482757478078011
mixtral7b_05,CTC_groundness,-0.03125265523124647
phi4_03,CTC_groundness,-0.0551514856340644
phi3_05,CTC_groundness,-0.0963180236222564
gpt4o_03,CTC_groundness,-0.10601798337089062
gpt4o_05,CTC_groundness,-0.13023879117510664
qwen72b_05,CTC_groundness,-0.13023879117510664
mixtral7b_07,CTC_groundness,-0.15913918538761831
phi4_07,CTC_groundness,-0.17476497651998685
sabia_03,CTC_groundness,-0.19241162658194802
llama405b_05,CTC_groundness,-0.2032669371489714
phi4_05,CTC_groundness,-0.2109989095548399
sabia_07,CTC_groundness,-0.22150319395145934
qwen7b_07,CTC_groundness,-0.2471287088658032
llama8b_05,CTC_groundness,-0.2625555514480355
sabia_05,CTC_groundness,-0.264209614849902
llama8b_07,CTC_groundness,-0.28677635925225153
qwen72b_03,CTC_groundness,-0.288430422654118
command_r_plus_08_2024_temp07,CTC_groundness,-0.2919712819968071
gemma27b_05,CTC_groundness,-0.2927193508720231
gemma27b_07,CTC_groundness,-0.2927193508720231
llama405b_07,CTC_groundness,-0.29465601807119346
command_r_plus_03,CTC_groundness,-0.30023328712974834
qwen7b_05,CTC_groundness,-0.3020702118122232
command_r_plus_05,CTC_groundness,-0.3086781535432979
phi3_03,CTC_groundness,-0.3262910196164392
gemma9b_05,CTC_groundness,-0.32639076213313467
llama8b_03,CTC_groundness,-0.3390248142478939
qwen7b_03,CTC_groundness,-0.3451672909010564
gemma9b_07,CTC_groundness,-0.3460400379221418
gemma9b_03,CTC_groundness,-0.3506115699373507
llama405b_03,CTC_groundness,-0.3831026947508992
gemma27b_03,CTC_groundness,-0.3897355721111478
mixtral22b_05,CTC_groundness,-0.3917802937034049
phi3_07,CTC_groundness,-0.4055530728837707
mixtral22b_03,CTC_groundness,-0.4300647963616818
mixtral22b_07,CTC_groundness,-0.4319599041788957
phi-4-temp03,CTC_groundness,
phi-4-temp05,CTC_groundness,
phi-4-temp07,CTC_groundness,
gpt4o_05,CTC_groundness_ref,0.25398590128733783
sabia_03,CTC_groundness_ref,0.2350083816767406
gpt4o_03,CTC_groundness_ref,0.17940136759866093
command_r_plus_08_2024_temp07,CTC_groundness_ref,0.16103310458293754
sabia_07,CTC_groundness_ref,0.15794565562242824
gpt4o_07,CTC_groundness_ref,0.14534063066632222
qwen72b_07,CTC_groundness_ref,0.14045011151287548
sabia_05,CTC_groundness_ref,0.1252022302465735
qwen72b_03,CTC_groundness_ref,0.10172938494947473
phi4_03,CTC_groundness_ref,0.08754208947482331
qwen72b_05,CTC_groundness_ref,0.07108542486676633
qwen7b_07,CTC_groundness_ref,-0.005771471256845402
gemma27b_05,CTC_groundness_ref,-0.01901045239950932
gemma27b_07,CTC_groundness_ref,-0.021768573470897636
llama405b_05,CTC_groundness_ref,-0.06345325103638733
phi4_07,CTC_groundness_ref,-0.06349904603303863
mixtral7b_03,CTC_groundness_ref,-0.06750398407257553
llama405b_07,CTC_groundness_ref,-0.06974341371859828
mixtral22b_05,CTC_groundness_ref,-0.07207340853412932
qwen7b_05,CTC_groundness_ref,-0.09229414092615829
qwen7b_03,CTC_groundness_ref,-0.10267620263069759
phi4_05,CTC_groundness_ref,-0.12485767478406473
mixtral22b_03,CTC_groundness_ref,-0.12959875756633876
gemma27b_03,CTC_groundness_ref,-0.14049951069624364
mixtral7b_07,CTC_groundness_ref,-0.14161922551925502
mixtral7b_05,CTC_groundness_ref,-0.14448437815460766
command_r_plus_05,CTC_groundness_ref,-0.15881014133137084
llama405b_03,CTC_groundness_ref,-0.17006492194208078
command_r_plus_03,CTC_groundness_ref,-0.18691827666784758
llama8b_05,CTC_groundness_ref,-0.18979166250042825
llama8b_03,CTC_groundness_ref,-0.27966524344154725
gemma9b_05,CTC_groundness_ref,-0.31482922880244124
mixtral22b_07,CTC_groundness_ref,-0.32354818466691954
gemma9b_03,CTC_groundness_ref,-0.3296407506156579
llama8b_07,CTC_groundness_ref,-0.33166611713375205
gemma9b_07,CTC_groundness_ref,-0.38689440413934256
phi3_07,CTC_groundness_ref,-0.39940063072871224
phi3_05,CTC_groundness_ref,-0.4202800188989832
phi3_03,CTC_groundness_ref,-0.5194077135244021
phi-4-temp03,CTC_groundness_ref,-0.872081599272381
phi-4-temp05,CTC_groundness_ref,-0.872081599272381
phi-4-temp07,CTC_groundness_ref,-0.872081599272381
mixtral7b_07,rouge1,0.42944945154502845
mixtral22b_03,rouge1,0.276471900823076
mixtral22b_05,rouge1,0.269576569764728
mixtral7b_03,rouge1,0.25495741856024473
gpt4o_05,rouge1,0.2422453620401744
mixtral7b_05,rouge1,0.17868169826125094
gemma9b_05,rouge1,0.13166529007057298
qwen72b_05,rouge1,0.12812501526252232
llama8b_05,rouge1,0.12118442999929739
qwen72b_07,rouge1,0.12079746972958022
sabia_05,rouge1,0.09957228727573222
mixtral22b_07,rouge1,0.07828252803627685
llama8b_07,rouge1,0.06562681510458587
llama405b_03,rouge1,0.06532218680714896
gemma9b_03,rouge1,0.05489895911646953
gpt4o_03,rouge1,0.03984044138641213
qwen72b_03,rouge1,0.007599241041466913
sabia_07,rouge1,-0.011625274485971051
command_r_plus_05,rouge1,-0.05548351611965929
gemma9b_07,rouge1,-0.06231706981891989
sabia_03,rouge1,-0.06276989566646127
llama8b_03,rouge1,-0.06964461535186199
command_r_plus_03,rouge1,-0.08836690584839044
gemma27b_05,rouge1,-0.09247527126517482
gpt4o_07,rouge1,-0.1017211517522467
command_r_plus_08_2024_temp07,rouge1,-0.12973048872198717
gemma27b_07,rouge1,-0.14864214275476018
llama405b_05,rouge1,-0.19605712559095514
llama405b_07,rouge1,-0.21124737447666095
phi4_03,rouge1,-0.21827369479080375
phi4_05,rouge1,-0.21913377114156676
gemma27b_03,rouge1,-0.26284178671311165
phi3_05,rouge1,-0.28544494789562064
phi3_07,rouge1,-0.28956154650963306
phi3_03,rouge1,-0.33383144800472253
phi4_07,rouge1,-0.3649362597856903
phi-4-temp03,rouge1,-0.41039134083406165
phi-4-temp05,rouge1,-0.41039134083406165
phi-4-temp07,rouge1,-0.41039134083406165
qwen7b_03,rouge1,-0.46170946735040413
qwen7b_05,rouge1,-0.47777243514228057
qwen7b_07,rouge1,-0.5434074834440945
gpt4o_05,rouge2,0.38769302427046093
mixtral22b_05,rouge2,0.31658289981201054
mixtral7b_03,rouge2,0.2856149039756676
qwen72b_07,rouge2,0.2808508238423828
sabia_05,rouge2,0.26832813085855706
mixtral22b_03,rouge2,0.24001927006386906
mixtral7b_05,rouge2,0.2395335094281168
mixtral7b_07,rouge2,0.22693984839327627
qwen72b_05,rouge2,0.22086054126055465
gpt4o_03,rouge2,0.2028083473179355
qwen72b_03,rouge2,0.16645054835897788
gpt4o_07,rouge2,0.15072514165345047
llama8b_07,rouge2,0.14554646059702284
mixtral22b_07,rouge2,0.14022015911011934
gemma9b_05,rouge2,0.12275747591638068
gemma9b_03,rouge2,0.12024584551530255
llama405b_07,rouge2,0.11232185547882115
llama405b_05,rouge2,0.10564015363278652
phi3_07,rouge2,0.09928412537275136
llama8b_05,rouge2,0.08961011862982218
sabia_07,rouge2,0.08787327568447559
gemma27b_05,rouge2,0.07780371380483458
phi4_07,rouge2,0.07735800359419745
sabia_03,rouge2,0.06340385185301917
phi4_03,rouge2,0.06288330955465148
gemma27b_07,rouge2,0.05960834793089973
command_r_plus_03,rouge2,0.054569631227348536
command_r_plus_05,rouge2,0.02968067600702949
gemma9b_07,rouge2,0.015667838810789567
gemma27b_03,rouge2,0.014943314472718372
command_r_plus_08_2024_temp07,rouge2,0.012975518831367123
llama405b_03,rouge2,0.0006174897921018618
phi4_05,rouge2,-0.0002834342519559982
phi3_05,rouge2,-0.05543411693629114
llama8b_03,rouge2,-0.07931104175737223
phi-4-temp03,rouge2,-0.10259783520851541
phi3_03,rouge2,-0.13866819504504638
phi-4-temp05,rouge2,-0.15389675281277312
phi-4-temp07,rouge2,-0.15389675281277312
qwen7b_05,rouge2,-0.15494053863419918
qwen7b_03,rouge2,-0.19334017050570695
qwen7b_07,rouge2,-0.19853531795659063
gemma9b_03,rougeL,0.3451438609960287
mixtral7b_07,rougeL,0.341282491496085
gpt4o_05,rougeL,0.3116813136840017
gemma9b_05,rougeL,0.3040602068281848
gemma9b_07,rougeL,0.29255551780514505
mixtral7b_03,rougeL,0.28125540810056876
mixtral22b_03,rougeL,0.26090178695887867
qwen72b_05,rougeL,0.17887444297606733
qwen72b_07,rougeL,0.1617624083210657
sabia_05,rougeL,0.1572376006608181
mixtral22b_05,rougeL,0.1515319949817969
qwen72b_03,rougeL,0.13651932172417613
mixtral7b_05,rougeL,0.1272275967646676
command_r_plus_05,rougeL,0.09493699723635425
llama8b_05,rougeL,0.08177211486874256
gemma27b_05,rougeL,0.06577116675774695
phi-4-temp03,rougeL,0.051298917604257706
llama405b_03,rougeL,0.04446749822856207
sabia_07,rougeL,0.04067199430644263
mixtral22b_07,rougeL,0.03720185479062147
sabia_03,rougeL,0.02452669454228595
gemma27b_07,rougeL,0.020257865157092866
gpt4o_03,rougeL,0.012650411674473418
llama8b_07,rougeL,0.005030483506323168
command_r_plus_08_2024_temp07,rougeL,0.0016919289940185264
gpt4o_07,rougeL,-0.040174051222936255
llama405b_07,rougeL,-0.048300449130034694
phi4_03,rougeL,-0.04959122049740466
llama8b_03,rougeL,-0.0502472026826355
gemma27b_03,rougeL,-0.05445047397538455
command_r_plus_03,rougeL,-0.06594818122670752
llama405b_05,rougeL,-0.07161234948935992
phi4_07,rougeL,-0.08908631746823875
qwen7b_05,rougeL,-0.10065249318926003
phi-4-temp05,rougeL,-0.10259783520851541
phi3_07,rougeL,-0.11124376006485362
phi3_05,rougeL,-0.12670890533930204
phi-4-temp07,rougeL,-0.15389675281277312
phi4_05,rougeL,-0.15738008072215443
phi3_03,rougeL,-0.18533414900172282
qwen7b_03,rougeL,-0.23587795481330304
qwen7b_07,rougeL,-0.26758824445058943
phi-4-temp05,rougeLsum,0.7181848464596079
phi-4-temp07,rougeLsum,0.6668859288553503
mixtral22b_05,rougeLsum,0.297498348637449
llama8b_07,rougeLsum,0.29416390376009893
qwen72b_05,rougeLsum,0.27330098198428404
mixtral7b_05,rougeLsum,0.2505361916487954
mixtral22b_03,rougeLsum,0.24893895138655858
mixtral7b_07,rougeLsum,0.2242722924913962
mixtral7b_03,rougeLsum,0.22308671209056063
sabia_05,rougeLsum,0.22139890665881556
qwen72b_03,rougeLsum,0.20210852555355338
gpt4o_05,rougeLsum,0.1985023851676785
mixtral22b_07,rougeLsum,0.15421253538911928
phi-4-temp03,rougeLsum,0.15389675281277312
qwen72b_07,rougeLsum,0.1417144905573912
gemma9b_05,rougeLsum,0.12790271893736566
llama8b_05,rougeLsum,0.1266970770046428
command_r_plus_03,rougeLsum,0.07397558156329177
sabia_07,rougeLsum,0.07287202866524772
gemma9b_03,rougeLsum,0.05055615565825188
gpt4o_03,rougeLsum,0.04794210477941547
llama405b_07,rougeLsum,0.03746104738751295
llama8b_03,rougeLsum,0.004857586364534646
command_r_plus_05,rougeLsum,0.0022311964487947275
gemma9b_07,rougeLsum,-0.013247268863142623
gemma27b_05,rougeLsum,-0.01612883336970063
llama405b_03,rougeLsum,-0.017874271182041893
gemma27b_07,rougeLsum,-0.043471281363971076
command_r_plus_08_2024_temp07,rougeLsum,-0.07234951841818882
sabia_03,rougeLsum,-0.07414024618558068
phi4_05,rougeLsum,-0.0763220025353238
phi3_07,rougeLsum,-0.10483330030444009
phi4_07,rougeLsum,-0.10566233441021713
gpt4o_07,rougeLsum,-0.1080854132095099
phi4_03,rougeLsum,-0.1400653884407383
llama405b_05,rougeLsum,-0.1533185987802783
gemma27b_03,rougeLsum,-0.24607481154854363
phi3_05,rougeLsum,-0.2799534053445281
phi3_03,rougeLsum,-0.29432033450743145
qwen7b_03,rougeLsum,-0.3114536179389511
qwen7b_07,rougeLsum,-0.31923941984706256
qwen7b_05,rougeLsum,-0.4048839400825768
