Modelos,Metricas,Correlation
qwen72b_03,BERTScore_Precision,0.13649610946616036
gpt4o_03,BERTScore_Precision,0.09986296244031585
gpt4o_05,BERTScore_Precision,0.09384107525798524
gemma27b_05,BERTScore_Precision,0.07477176584727166
gemma27b_07,BERTScore_Precision,0.07376811798354989
llama8b_05,BERTScore_Precision,0.07025535046052371
llama405b_07,BERTScore_Precision,0.06824805473308018
llama405b_03,BERTScore_Precision,0.06724440686935841
llama405b_05,BERTScore_Precision,0.04717144959492306
mixtral22b_03,BERTScore_Precision,0.03864044275328804
llama8b_07,BERTScore_Precision,0.0276003162523486
gemma27b_03,BERTScore_Precision,0.02559302052490507
mixtral7b_07,BERTScore_Precision,0.019571133342574463
gemma9b_05,BERTScore_Precision,0.011040126500939442
mixtral22b_07,BERTScore_Precision,0.011040126500939442
sabia_05,BERTScore_Precision,0.001505471795582651
sabia_03,BERTScore_Precision,-0.0070255350460523705
sabia_07,BERTScore_Precision,-0.03412402736654009
gpt4o_07,BERTScore_Precision,-0.04114956241259246
gemma9b_03,BERTScore_Precision,-0.0552006325046972
gemma9b_07,BERTScore_Precision,-0.059717047891445156
phi4_03,BERTScore_Precision,-0.06137449653851019
phi4_05,BERTScore_Precision,-0.07657735347924206
phi4_07,BERTScore_Precision,-0.08108190368390338
command_r_plus_08_2024_temp07,BERTScore_Precision,-0.08731736414379376
command_r_plus_05,BERTScore_Precision,-0.09133195559868082
phi3_05,BERTScore_Precision,-0.14904170776268244
phi3_07,BERTScore_Precision,-0.1535581231494304
llama8b_03,BERTScore_Precision,-0.16459824965036984
command_r_plus_03,BERTScore_Precision,-0.16911466503711778
qwen7b_07,BERTScore_Precision,-0.17312925649200486
phi3_03,BERTScore_Precision,-0.181158439401779
qwen7b_05,BERTScore_Precision,-0.3116326616856087
phi-4-temp05,BERTScore_Precision,-0.31622776601683794
phi-4-temp07,BERTScore_Precision,-0.31622776601683794
qwen7b_03,BERTScore_Precision,-0.3547895198256447
phi-4-temp03,BERTScore_Precision,-0.5270462766947299
mixtral7b_05,BERTScore_Recall,0.22832988899670206
mixtral22b_05,BERTScore_Recall,0.15606724280873482
qwen72b_07,BERTScore_Recall,0.14051070092104742
mixtral7b_07,BERTScore_Recall,0.11943409578289031
qwen72b_05,BERTScore_Recall,0.11792862398730766
qwen72b_03,BERTScore_Recall,0.11541950432800324
llama8b_05,BERTScore_Recall,0.09735384278101143
mixtral7b_03,BERTScore_Recall,0.09584837098542878
gpt4o_03,BERTScore_Recall,0.05770975216400162
gpt4o_05,BERTScore_Recall,0.0521896889135319
llama405b_03,BERTScore_Recall,0.038138618821427155
llama405b_07,BERTScore_Recall,0.037636794889566276
llama405b_05,BERTScore_Recall,0.03713497095770539
sabia_05,BERTScore_Recall,0.03261855557095744
command_r_plus_05,BERTScore_Recall,0.028102140184209482
sabia_03,BERTScore_Recall,-0.003010943591165302
mixtral22b_07,BERTScore_Recall,-0.0035127675230261853
command_r_plus_08_2024_temp07,BERTScore_Recall,-0.006021887182330604
gemma27b_07,BERTScore_Recall,-0.022582076933739762
llama8b_07,BERTScore_Recall,-0.024087548729322415
gemma27b_05,BERTScore_Recall,-0.035629499162122734
mixtral22b_03,BERTScore_Recall,-0.039142266685148926
gemma27b_03,BERTScore_Recall,-0.04215321027631423
gpt4o_07,BERTScore_Recall,-0.043156858140035996
sabia_07,BERTScore_Recall,-0.044662329935618646
phi3_07,BERTScore_Recall,-0.050182393186088366
command_r_plus_03,BERTScore_Recall,-0.05118604104981014
gemma9b_05,BERTScore_Recall,-0.06072069575516692
phi3_03,BERTScore_Recall,-0.07577541371099343
phi4_03,BERTScore_Recall,-0.0788296285815727
gemma9b_03,BERTScore_Recall,-0.09484472312170701
phi4_05,BERTScore_Recall,-0.10360465470720985
llama8b_03,BERTScore_Recall,-0.1043793778270638
phi4_07,BERTScore_Recall,-0.10923534246303648
phi3_05,BERTScore_Recall,-0.1104012650093944
gemma9b_07,BERTScore_Recall,-0.12796510262452532
qwen7b_07,BERTScore_Recall,-0.25442473345346805
qwen7b_05,BERTScore_Recall,-0.29507247193419955
phi-4-temp05,BERTScore_Recall,-0.31622776601683794
qwen7b_03,BERTScore_Recall,-0.3352183864830703
phi-4-temp03,BERTScore_Recall,-0.5270462766947299
phi-4-temp07,BERTScore_Recall,-0.5270462766947299
mixtral7b_07,BLEU_score,0.2812525041553217
gpt4o_03,BLEU_score,0.22470658972368557
gpt4o_05,BLEU_score,0.2225861998982093
mixtral22b_03,BLEU_score,0.20739258983147732
mixtral7b_03,BLEU_score,0.19404535640992812
mixtral22b_05,BLEU_score,0.19301135185046245
qwen72b_05,BLEU_score,0.16927354733142705
qwen72b_07,BLEU_score,0.15783589147028143
sabia_05,BLEU_score,0.13991534032306407
gemma9b_03,BLEU_score,0.13808743967481032
mixtral22b_07,BLEU_score,0.13746230535315193
gemma9b_05,BLEU_score,0.13291386753111661
mixtral7b_05,BLEU_score,0.09020849792296812
qwen72b_03,BLEU_score,0.08057611121067987
sabia_07,BLEU_score,0.07672004597226133
llama405b_03,BLEU_score,0.0762962998042522
command_r_plus_05,BLEU_score,0.07426994191541078
gemma27b_03,BLEU_score,0.07067418732568218
gemma9b_07,BLEU_score,0.06916512994506263
llama8b_07,BLEU_score,0.0533736423715535
phi4_07,BLEU_score,0.0504250020183688
llama405b_07,BLEU_score,0.044918852900621704
gemma27b_05,BLEU_score,0.04309475806451613
llama8b_03,BLEU_score,0.035070036480018676
gpt4o_07,BLEU_score,0.033128656493951615
sabia_03,BLEU_score,0.0035136453857221406
command_r_plus_03,BLEU_score,-0.001505471795582651
phi4_05,BLEU_score,-0.011575397748380165
llama8b_05,BLEU_score,-0.0203389035884664
llama405b_05,BLEU_score,-0.020838711672699333
command_r_plus_08_2024_temp07,BLEU_score,-0.021076605138157116
gemma27b_07,BLEU_score,-0.02937505139404605
phi4_03,BLEU_score,-0.07576460872728177
qwen7b_03,BLEU_score,-0.0788031464945144
phi-4-temp05,BLEU_score,-0.10540925533894596
phi-4-temp07,BLEU_score,-0.10540925533894596
phi3_07,BLEU_score,-0.11908364547992832
phi3_05,BLEU_score,-0.13997992999331957
qwen7b_07,BLEU_score,-0.15347782258064516
qwen7b_05,BLEU_score,-0.15738330026440964
phi3_03,BLEU_score,-0.1972082493188619
phi-4-temp03,BLEU_score,-0.31622776601683794
mixtral7b_03,CTC_factual,0.01467697574202757
mixtral7b_05,CTC_factual,0.01467697574202757
phi4_03,CTC_factual,-0.03857398767323322
mixtral7b_07,CTC_factual,-0.04349721901728171
qwen72b_05,CTC_factual,-0.04723317647888873
llama8b_03,CTC_factual,-0.07178375408373484
qwen72b_07,CTC_factual,-0.07712083617174487
qwen72b_03,CTC_factual,-0.09206466601817294
phi3_07,CTC_factual,-0.10700849586460101
llama8b_05,CTC_factual,-0.11768266004062106
phi4_07,CTC_factual,-0.12054371147885383
phi4_05,CTC_factual,-0.12777633416758505
llama8b_07,CTC_factual,-0.1422332376454672
phi3_03,CTC_factual,-0.1454354868982732
gpt4o_07,CTC_factual,-0.1475703197334772
gemma9b_07,CTC_factual,-0.14970515256868122
phi3_05,CTC_factual,-0.15717706749189528
sabia_03,CTC_factual,-0.1710534809207213
llama405b_03,CTC_factual,-0.17425573017352733
gpt4o_03,CTC_factual,-0.17745797942633335
llama405b_07,CTC_factual,-0.19240180927276143
gpt4o_05,CTC_factual,-0.19880630777837346
command_r_plus_08_2024_temp07,CTC_factual,-0.2073456391191895
sabia_05,CTC_factual,-0.23296363314163762
llama405b_05,CTC_factual,-0.23723329881204563
command_r_plus_03,CTC_factual,-0.24150296448245367
command_r_plus_05,CTC_factual,-0.24150296448245367
mixtral22b_05,CTC_factual,-0.24470521373525966
gemma9b_03,CTC_factual,-0.2511097122408717
sabia_07,CTC_factual,-0.2521771286584737
qwen7b_05,CTC_factual,-0.2596490435816877
gemma27b_05,CTC_factual,-0.2607164599992897
gemma27b_07,CTC_factual,-0.2607164599992897
qwen7b_03,CTC_factual,-0.2788625390985238
gemma9b_05,CTC_factual,-0.2799299555161258
gemma27b_03,CTC_factual,-0.311952448044186
qwen7b_07,CTC_factual,-0.3365030256490321
mixtral22b_07,CTC_factual,-0.3493120226602562
mixtral22b_03,CTC_factual,-0.4261660047276005
phi-4-temp03,CTC_factual,
phi-4-temp05,CTC_factual,
phi-4-temp07,CTC_factual,
qwen72b_05,CTC_factual_ref,0.12194321544219473
mixtral7b_03,CTC_factual_ref,0.07226264618796724
qwen72b_03,CTC_factual_ref,0.06824805473308018
qwen72b_07,CTC_factual_ref,0.049178745322366595
mixtral7b_05,CTC_factual_ref,0.03261855557095744
mixtral7b_07,CTC_factual_ref,0.005018239318608836
llama8b_05,CTC_factual_ref,-0.02057478120629623
gpt4o_05,CTC_factual_ref,-0.03713497095770539
command_r_plus_08_2024_temp07,CTC_factual_ref,-0.07426994191541078
mixtral22b_05,CTC_factual_ref,-0.09635019491728966
phi4_07,CTC_factual_ref,-0.10022624205371387
gpt4o_03,CTC_factual_ref,-0.1013684342358985
phi4_03,CTC_factual_ref,-0.10923534246303648
phi4_05,CTC_factual_ref,-0.11542909899444577
sabia_03,CTC_factual_ref,-0.12093956757847296
llama8b_07,CTC_factual_ref,-0.13047422228382977
sabia_05,CTC_factual_ref,-0.13398698980685594
gpt4o_07,CTC_factual_ref,-0.13950705305732566
mixtral22b_03,CTC_factual_ref,-0.14352164451221272
llama405b_07,CTC_factual_ref,-0.1440234684440736
llama405b_05,CTC_factual_ref,-0.15606724280873482
llama8b_03,CTC_factual_ref,-0.16811101717339602
gemma27b_05,CTC_factual_ref,-0.19621315735760553
gemma27b_07,CTC_factual_ref,-0.2117696992452929
llama405b_03,CTC_factual_ref,-0.21327517104087554
mixtral22b_07,CTC_factual_ref,-0.22180617788251056
sabia_07,CTC_factual_ref,-0.2268244172011194
qwen7b_05,CTC_factual_ref,-0.24639555054369386
command_r_plus_03,CTC_factual_ref,-0.2484028462711374
qwen7b_03,CTC_factual_ref,-0.2599447967039377
gemma27b_03,CTC_factual_ref,-0.26195209243138123
phi3_07,CTC_factual_ref,-0.267472155681851
command_r_plus_05,CTC_factual_ref,-0.28051957791023396
qwen7b_07,CTC_factual_ref,-0.2825268736376775
phi3_03,CTC_factual_ref,-0.29055605654745165
gemma9b_07,CTC_factual_ref,-0.30410530270769554
gemma9b_03,CTC_factual_ref,-0.31213448561746965
gemma9b_05,CTC_factual_ref,-0.3352183864830703
phi3_05,CTC_factual_ref,-0.362316878803558
phi-4-temp03,CTC_factual_ref,-0.7378647873726218
phi-4-temp05,CTC_factual_ref,-0.7378647873726218
phi-4-temp07,CTC_factual_ref,-0.7378647873726218
mixtral7b_03,CTC_groundness,0.01467697574202757
mixtral7b_05,CTC_groundness,-0.01948034962123659
gpt4o_07,CTC_groundness,-0.023750015291644614
qwen72b_07,CTC_groundness,-0.03442417946766466
phi4_03,CTC_groundness,-0.03857398767323322
gpt4o_03,CTC_groundness,-0.06644667199572482
phi3_05,CTC_groundness,-0.06644667199572482
mixtral7b_07,CTC_groundness,-0.09473320706217796
gpt4o_05,CTC_groundness,-0.10060399735898898
qwen72b_05,CTC_groundness,-0.10060399735898898
sabia_03,CTC_groundness,-0.10914332869980502
phi4_05,CTC_groundness,-0.12777633416758505
phi4_07,CTC_groundness,-0.13380351974152774
sabia_07,CTC_groundness,-0.14116582122786517
llama8b_05,CTC_groundness,-0.14970515256868122
llama405b_05,CTC_groundness,-0.15610965107429325
sabia_05,CTC_groundness,-0.1667838152503133
qwen7b_07,CTC_groundness,-0.16998606450311932
llama8b_07,CTC_groundness,-0.18386247793194538
qwen7b_05,CTC_groundness,-0.1870647271847514
llama8b_03,CTC_groundness,-0.19346922569036343
qwen72b_03,CTC_groundness,-0.20094114061357748
gemma27b_05,CTC_groundness,-0.20307597344878145
gemma27b_07,CTC_groundness,-0.20307597344878145
gemma9b_05,CTC_groundness,-0.20307597344878145
command_r_plus_08_2024_temp07,CTC_groundness,-0.20414338986638347
llama405b_07,CTC_groundness,-0.21481755404240352
command_r_plus_03,CTC_groundness,-0.21908721971281153
phi3_03,CTC_groundness,-0.22122205254801555
command_r_plus_05,CTC_groundness,-0.22228946896561758
gemma9b_07,CTC_groundness,-0.2265591346360256
gemma9b_03,CTC_groundness,-0.23723329881204563
qwen7b_03,CTC_groundness,-0.24043554806485165
phi3_07,CTC_groundness,-0.2543119614936777
llama405b_03,CTC_groundness,-0.26391870925209576
mixtral22b_05,CTC_groundness,-0.26391870925209576
gemma27b_03,CTC_groundness,-0.2799299555161258
mixtral22b_03,CTC_groundness,-0.310885031626584
mixtral22b_07,CTC_groundness,-0.317289530132196
phi-4-temp03,CTC_groundness,
phi-4-temp05,CTC_groundness,
phi-4-temp07,CTC_groundness,
gpt4o_05,CTC_groundness_ref,0.17112196076456132
sabia_03,CTC_groundness_ref,0.16108548212734364
gpt4o_03,CTC_groundness_ref,0.12997239835196886
command_r_plus_08_2024_temp07,CTC_groundness_ref,0.12144139151033384
sabia_07,CTC_groundness_ref,0.11592132825986412
sabia_05,CTC_groundness_ref,0.09534654705356789
gpt4o_07,CTC_groundness_ref,0.09484472312170701
qwen72b_07,CTC_groundness_ref,0.08129547696146315
qwen72b_03,CTC_groundness_ref,0.07477176584727166
phi4_03,CTC_groundness_ref,0.06024835898734487
qwen72b_05,CTC_groundness_ref,0.050182393186088366
qwen7b_07,CTC_groundness_ref,-0.013549246160243859
gemma27b_05,CTC_groundness_ref,-0.020072957274435345
gemma27b_07,CTC_groundness_ref,-0.02057478120629623
llama405b_05,CTC_groundness_ref,-0.036633147025844505
mixtral7b_03,CTC_groundness_ref,-0.03713497095770539
phi4_07,CTC_groundness_ref,-0.04054095184195169
mixtral22b_05,CTC_groundness_ref,-0.046167801731201295
llama405b_07,CTC_groundness_ref,-0.0521896889135319
mixtral22b_03,CTC_groundness_ref,-0.06222616755074958
qwen7b_05,CTC_groundness_ref,-0.06373163934633223
qwen7b_03,CTC_groundness_ref,-0.0677462308012193
mixtral7b_05,CTC_groundness_ref,-0.08129547696146315
phi4_05,CTC_groundness_ref,-0.08727566021531265
mixtral7b_07,CTC_groundness_ref,-0.09233560346240259
gemma27b_03,CTC_groundness_ref,-0.09635019491728966
command_r_plus_05,CTC_groundness_ref,-0.10939761714567264
llama405b_03,CTC_groundness_ref,-0.10939761714567264
llama8b_05,CTC_groundness_ref,-0.12796510262452532
command_r_plus_03,CTC_groundness_ref,-0.1319796940794124
llama8b_03,CTC_groundness_ref,-0.18667850265224872
mixtral22b_07,CTC_groundness_ref,-0.20725328385854494
gemma9b_05,CTC_groundness_ref,-0.21628611463204087
llama8b_07,CTC_groundness_ref,-0.21929705822320616
gemma9b_03,CTC_groundness_ref,-0.2213043539506497
gemma9b_07,CTC_groundness_ref,-0.26195209243138123
phi3_07,CTC_groundness_ref,-0.2709849232048772
phi3_05,CTC_groundness_ref,-0.28051957791023396
phi3_03,CTC_groundness_ref,-0.3673351181221668
phi-4-temp03,CTC_groundness_ref,-0.7378647873726218
phi-4-temp05,CTC_groundness_ref,-0.7378647873726218
phi-4-temp07,CTC_groundness_ref,-0.7378647873726218
mixtral7b_07,rouge1,0.2963640518191857
mixtral22b_03,rouge1,0.19146974728030372
mixtral22b_05,rouge1,0.17942446829019285
mixtral7b_03,rouge1,0.16710736930967424
gpt4o_05,rouge1,0.15857636246803924
mixtral7b_05,rouge1,0.12070373321340247
qwen72b_05,rouge1,0.09032830773495905
qwen72b_07,rouge1,0.08681554021193288
gemma9b_05,rouge1,0.08531006841635022
llama8b_05,rouge1,0.08079365302960227
sabia_05,rouge1,0.06724440686935841
mixtral22b_07,rouge1,0.0625005040302257
llama8b_07,rouge1,0.05369516070911456
llama405b_03,rouge1,0.04014591454887069
gemma9b_03,rouge1,0.036633147025844505
qwen72b_03,rouge1,0.012043774364661208
gpt4o_03,rouge1,0.011541950432800324
sabia_07,rouge1,-0.011040126500939442
gemma9b_07,rouge1,-0.03261855557095744
command_r_plus_05,rouge1,-0.037636794889566276
sabia_03,rouge1,-0.04114956241259246
llama8b_03,rouge1,-0.041651386344453346
gemma27b_05,rouge1,-0.049178745322366595
command_r_plus_03,rouge1,-0.05921522395958427
gpt4o_07,rouge1,-0.06874987866494106
command_r_plus_08_2024_temp07,rouge1,-0.08882283593937641
gemma27b_07,rouge1,-0.08982648380309817
llama405b_05,rouge1,-0.11943409578289031
llama405b_07,rouge1,-0.13398698980685594
phi4_05,rouge1,-0.13907798756891757
gemma27b_03,rouge1,-0.14830749756573983
phi4_03,rouge1,-0.1509024318561535
phi3_07,rouge1,-0.19219856590271844
phi3_05,rouge1,-0.19922410094877083
phi3_03,rouge1,-0.2213043539506497
phi4_07,rouge1,-0.23311047309122218
qwen7b_03,rouge1,-0.3056107745032781
phi-4-temp03,rouge1,-0.31622776601683794
phi-4-temp05,rouge1,-0.31622776601683794
phi-4-temp07,rouge1,-0.31622776601683794
qwen7b_05,rouge1,-0.33923297793795737
qwen7b_07,rouge1,-0.38841172326032397
gpt4o_05,rouge2,0.2579375009764942
mixtral22b_05,rouge2,0.21628611463204087
qwen72b_07,rouge2,0.19822045308504907
mixtral7b_03,rouge2,0.19397918040324347
sabia_05,rouge2,0.1871803265841096
mixtral7b_05,rouge2,0.16888484917384586
mixtral22b_03,rouge2,0.1663754160509061
mixtral7b_07,rouge2,0.15857636246803924
qwen72b_05,rouge2,0.14981315743950369
gpt4o_03,rouge2,0.13749975732988212
qwen72b_03,rouge2,0.13348516587499507
gpt4o_07,rouge2,0.1043793778270638
llama8b_07,rouge2,0.09936113850845496
mixtral22b_07,rouge2,0.08858298923977354
gemma9b_05,rouge2,0.08707732936600968
gemma9b_03,rouge2,0.08129547696146315
llama405b_07,rouge2,0.07804337012342655
phi3_07,rouge2,0.07426994191541078
llama405b_05,rouge2,0.06824805473308018
llama8b_05,rouge2,0.06272799148261046
sabia_07,rouge2,0.06248488476120004
gemma27b_05,rouge2,0.059717047891445156
phi4_07,rouge2,0.05799608388501422
phi4_03,rouge2,0.05123925857802227
command_r_plus_03,rouge2,0.047673273526783945
sabia_03,rouge2,0.044662329935618646
gemma27b_07,rouge2,0.04416050600375777
command_r_plus_05,rouge2,0.022582076933739762
gemma27b_03,rouge2,0.012798108926992778
gemma9b_07,rouge2,0.011794335677816873
command_r_plus_08_2024_temp07,rouge2,0.010036478637217672
llama405b_03,rouge2,0.007527358977913255
phi4_05,rouge2,0.005067618980243961
phi3_05,rouge2,-0.03462585129840098
llama8b_03,rouge2,-0.053206630126649564
phi3_03,rouge2,-0.09209619561188921
phi-4-temp03,rouge2,-0.10540925533894596
phi-4-temp05,rouge2,-0.10540925533894596
phi-4-temp07,rouge2,-0.10540925533894596
qwen7b_05,rouge2,-0.10789214535009
qwen7b_03,rouge2,-0.12696145476080356
qwen7b_07,rouge2,-0.13047422228382977
gemma9b_03,rougeL,0.23585724797461532
mixtral7b_07,rougeL,0.2268244172011194
gpt4o_05,rougeL,0.21857162500805313
gemma9b_05,rougeL,0.2052459881311014
gemma9b_07,rougeL,0.19849616002453505
mixtral22b_03,rougeL,0.1911949180389967
mixtral7b_03,rougeL,0.18946220078195192
qwen72b_05,rougeL,0.12696145476080356
sabia_05,rougeL,0.11541950432800324
qwen72b_07,rougeL,0.1131754338445832
phi-4-temp03,rougeL,0.10540925533894596
qwen72b_03,rougeL,0.09560940198400487
mixtral22b_05,rougeL,0.09333925132612436
mixtral7b_05,rougeL,0.08430642055262846
command_r_plus_05,rougeL,0.0677462308012193
gemma27b_05,rougeL,0.05746601851532051
llama8b_05,rougeL,0.04365868207189688
llama405b_03,rougeL,0.039142266685148926
mixtral22b_07,rougeL,0.03538300703345062
sabia_07,rougeL,0.029105788047931253
gemma27b_07,rougeL,0.02534527454169158
sabia_03,rougeL,0.018567485478852695
gpt4o_03,rougeL,0.014556530883706013
llama8b_07,rougeL,0.004516415386747952
command_r_plus_08_2024_temp07,rougeL,0.002760376435233737
gpt4o_07,rougeL,-0.0188207484220482
phi4_03,rougeL,-0.02195968224772383
gemma27b_03,rougeL,-0.024341501292515676
llama405b_07,rougeL,-0.030116960449046923
llama8b_03,rougeL,-0.038138618821427155
llama405b_05,rougeL,-0.041651386344453346
command_r_plus_03,rougeL,-0.04542073952520966
phi4_07,rougeL,-0.05743301510943155
qwen7b_05,rougeL,-0.06601458859417413
phi3_07,rougeL,-0.07228070507771261
phi4_05,rougeL,-0.09489038703723114
phi3_05,rougeL,-0.09534654705356789
phi-4-temp05,rougeL,-0.10540925533894596
phi-4-temp07,rougeL,-0.10540925533894596
phi3_03,rougeL,-0.125722599459282
qwen7b_03,rougeL,-0.156839570183735
qwen7b_07,rougeL,-0.18896031415736397
phi-4-temp05,rougeLsum,0.5270462766947299
phi-4-temp07,rougeLsum,0.5270462766947299
mixtral22b_05,rougeLsum,0.20173322060807522
llama8b_07,rougeLsum,0.19872227701690992
qwen72b_05,rougeLsum,0.1841693829929443
mixtral22b_03,rougeLsum,0.1836675590610834
mixtral7b_05,rougeLsum,0.16459824965036984
mixtral7b_03,rougeLsum,0.16108548212734364
mixtral7b_07,rougeLsum,0.1505471795582651
sabia_05,rougeLsum,0.13699793339802124
qwen72b_03,rougeLsum,0.13599428553429946
mixtral22b_07,rougeLsum,0.13425467207727718
gpt4o_05,rougeLsum,0.12947057442010798
phi-4-temp03,rougeLsum,0.10540925533894596
qwen72b_07,rougeLsum,0.09661317523318078
llama8b_05,rougeLsum,0.08205846312013015
gemma9b_05,rougeLsum,0.07577541371099343
command_r_plus_03,rougeLsum,0.05495658539238075
sabia_07,rougeLsum,0.05369516070911456
gemma9b_03,rougeLsum,0.03588489365803857
gpt4o_03,rougeLsum,0.03588489365803857
llama405b_07,rougeLsum,0.029607611979792135
command_r_plus_05,rougeLsum,0.008531006841635023
llama8b_03,rougeLsum,0.0020072957274435347
gemma9b_07,rougeLsum,0.0017566031860578321
llama405b_03,rougeLsum,-0.005018239318608836
gemma27b_05,rougeLsum,-0.01806566154699181
gemma27b_07,rougeLsum,-0.037636794889566276
phi4_05,rougeLsum,-0.044482433271030325
command_r_plus_08_2024_temp07,rougeLsum,-0.044918852900621704
sabia_03,rougeLsum,-0.04742828602356147
phi3_07,rougeLsum,-0.06072069575516692
phi4_07,rougeLsum,-0.06362677164084084
gpt4o_07,rougeLsum,-0.07276447011982813
phi4_03,rougeLsum,-0.08783872899089532
llama405b_05,rougeLsum,-0.0918337795305417
gemma27b_03,rougeLsum,-0.1623603230542025
phi3_03,rougeLsum,-0.1836675590610834
phi3_05,rougeLsum,-0.20624963599482318
qwen7b_03,rougeLsum,-0.21026422744971024
qwen7b_07,rougeLsum,-0.22057917150640494
qwen7b_05,rougeLsum,-0.2860396411607037
